mode,eigval
876,4.315181e+02
877,4.333814e+02
878,4.364174e+02
879,4.396190e+02
880,4.419635e+02
881,4.432099e+02
882,4.455534e+02
883,4.478248e+02
884,4.515358e+02
885,4.524751e+02
886,4.542534e+02
887,4.557012e+02
888,4.579070e+02
889,4.590926e+02
890,4.604137e+02
891,4.615134e+02
892,4.623446e+02
893,4.646026e+02
894,4.679958e+02
895,4.710807e+02
896,4.715033e+02
897,4.733026e+02
898,4.748865e+02
899,4.753209e+02
900,4.760065e+02
901,4.800067e+02
902,4.811921e+02
903,4.825165e+02
904,4.839593e+02
905,4.859511e+02
906,4.870566e+02
907,4.893290e+02
908,4.938727e+02
909,4.947642e+02
910,4.960885e+02
911,4.974295e+02
912,4.978940e+02
913,4.997942e+02
914,5.017766e+02
915,5.023239e+02
916,5.040627e+02
917,5.053550e+02
918,5.068889e+02
919,5.087953e+02
920,5.094858e+02
921,5.127689e+02
922,5.130369e+02
923,5.152232e+02
924,5.165383e+02
925,5.185263e+02
926,5.210996e+02
927,5.223437e+02
928,5.232682e+02
929,5.243752e+02
930,5.247276e+02
931,5.254694e+02
932,5.283035e+02
933,5.295289e+02
934,5.308409e+02
935,5.334910e+02
936,5.348063e+02
937,5.361602e+02
938,5.381855e+02
939,5.387426e+02
940,5.392956e+02
941,5.399713e+02
942,5.420384e+02
943,5.430481e+02
944,5.441205e+02
945,5.458025e+02
946,5.476263e+02
947,5.486055e+02
948,5.494971e+02
949,5.505732e+02
950,5.534745e+02
951,5.539984e+02
952,5.548017e+02
953,5.548644e+02
954,5.574755e+02
955,5.582784e+02
956,5.589514e+02
957,5.594240e+02
958,5.614236e+02
959,5.623502e+02
960,5.630023e+02
961,5.645200e+02
962,5.665887e+02
963,5.672512e+02
964,5.689398e+02
965,5.702116e+02
966,5.719353e+02
967,5.731662e+02
968,5.739042e+02
969,5.743468e+02
970,5.757319e+02
971,5.764572e+02
972,5.770776e+02
973,5.775480e+02
974,5.794685e+02
975,5.802613e+02
976,5.825221e+02
977,5.830612e+02
978,5.845428e+02
979,5.847489e+02
980,5.850207e+02
981,5.872699e+02
982,5.877775e+02
983,5.895261e+02
984,5.906944e+02
985,5.912724e+02
986,5.920184e+02
987,5.926005e+02
988,5.955070e+02
989,5.956839e+02
990,5.964353e+02
991,5.972988e+02
992,5.994293e+02
993,6.001793e+02
994,6.013934e+02
995,6.021096e+02
996,6.030343e+02
997,6.042328e+02
998,6.055247e+02
999,6.061389e+02
1000,6.074156e+02
1001,6.080260e+02
1002,6.087553e+02
1003,6.090344e+02
1004,6.102473e+02
1005,6.119398e+02
1006,6.131160e+02
1007,6.138959e+02
1008,6.140407e+02
1009,6.167616e+02
1010,6.169725e+02
1011,6.183159e+02
1012,6.191985e+02
1013,6.197388e+02
1014,6.208977e+02
1015,6.218971e+02
1016,6.233653e+02
1017,6.241678e+02
1018,6.255349e+02
1019,6.271976e+02
1020,6.276779e+02
1021,6.289225e+02
1022,6.302662e+02
1023,6.307450e+02
1024,6.316153e+02
1025,6.324196e+02
1026,6.326075e+02
1027,6.344716e+02
1028,6.354669e+02
1029,6.358335e+02
1030,6.377791e+02
1031,6.382228e+02
1032,6.399428e+02
1033,6.406637e+02
1034,6.412669e+02
1035,6.428132e+02
