mode,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0
133,3.203913,4.322413,5.199344,6.387053,8.046952,9.530554,11.224339,13.183413,15.137056,16.630031,18.266543,19.970414,21.673361,23.329634,25.215570,26.791846,28.220084
134,3.220067,4.332631,5.223667,6.449519,8.070730,9.539149,11.232741,13.226723,15.171683,16.677825,18.287834,20.078180,21.700004,23.415655,25.282821,26.854711,28.247649
135,3.228003,4.351912,5.234379,6.474793,8.079930,9.596029,11.289809,13.288096,15.190713,16.683834,18.363121,20.087281,21.710055,23.436293,25.304267,26.890913,28.266219
136,3.250084,4.369624,5.245519,6.499423,8.161537,9.631844,11.338794,13.292089,15.288210,16.785303,18.384941,20.177190,21.830573,23.479273,25.343847,26.902312,28.404384
137,3.260932,4.397332,5.255737,6.518174,8.165076,9.641206,11.373579,13.441180,15.312872,16.817588,18.448010,20.190043,21.878325,23.505124,25.362684,26.961858,28.406668
138,3.273582,4.439367,5.263584,6.532270,8.212165,9.655749,11.431492,13.447758,15.334034,16.881274,18.524238,20.285892,21.983443,23.582506,25.424909,26.976506,28.543120
139,3.282809,4.443748,5.332913,6.544534,8.212237,9.659962,11.452104,13.487160,15.370135,16.924179,18.608392,20.322481,21.987466,23.684293,25.468005,27.085566,28.553653
140,3.306574,4.477717,5.338328,6.548227,8.242122,9.743464,11.471651,13.520343,15.401558,16.968712,18.615361,20.365373,22.022298,23.705692,25.511029,27.147534,28.622743
141,3.306859,4.484164,5.381339,6.556685,8.262127,9.762808,11.552062,13.552140,15.410360,17.008624,18.634672,20.365373,22.043974,23.726078,25.521658,27.151226,28.625421
142,3.310655,4.484427,5.391847,6.618085,8.306466,9.775422,11.594346,13.622437,15.503814,17.058122,18.684596,20.438200,22.085125,23.785892,25.590640,27.231887,28.754069
143,3.356411,4.513259,5.395782,6.636234,8.323201,9.846037,11.640024,13.669964,15.505335,17.101273,18.718330,20.464435,22.096602,23.806457,25.596860,27.283152,28.829020
144,3.370452,4.520569,5.430962,6.639698,8.342447,9.872887,11.672902,13.680312,15.531171,17.104031,18.727147,20.513068,22.172783,23.815371,25.700763,27.288122,28.835768
145,3.380443,4.537493,5.442024,6.675124,8.370106,9.891442,11.695609,13.789775,15.556206,17.135371,18.804751,20.521689,22.201218,23.893229,25.727590,27.323965,28.892962
